,incident_id,cc_code,incident_nmbr,timestamp,description,location,area,zoom_map,tb_xy,latitude,longitude,district,county_fips_id,city_fips_id,freeway_nmbr,freeway_direction,state_postmile,abs_postmile,severity,duration
934,18596954,LAHB,190308,2019-03-08 14:06:00,1125-Traffic Hazard,La210338 I210 E / Myrtle Av,LAFSP,,,34.135354,-118.00081200000001,7.0,37.0,48648.0,210,E,R33.911,34.2,,12.0
1016,18597055,LAHB,190308,2019-03-08 14:51:00,20001-Hit and Run w/Injuries,I210 E / Huntington Dr Ofr,Altadena,,,34.142933,-118.021097,7.0,37.0,2462.0,210,E,R32.611,32.9,IN,36.0
1042,18597087,LAHB,190308,2019-03-08 15:05:00,1182-Trfc Collision-No Inj,I210 E / Lone Hill Ave Ofr,Baldwin Park,,,34.120957000000004,-117.83278500000002,7.0,37.0,30014.0,210,E,R44.011,44.3,,12.0
1232,18597343,LAHB,190308,2019-03-08 16:42:00,1125-Traffic Hazard,I210 E / N Baldwin Ave,LAFSP,,,34.148653,-118.050169,7.0,37.0,2462.0,210,E,R30.811,31.1,,1.0
1233,18597345,LAHB,190308,2019-03-08 16:39:00,1125-Traffic Hazard,I210 E / N Baldwin Ave,Altadena,,,34.148653,-118.050169,7.0,37.0,2462.0,210,E,R30.811,31.1,,2.0
1461,18597676,LAHB,190308,2019-03-08 19:01:00,1182-Trfc Collision-No Inj,I210 E / W Huntington Dr,Baldwin Park,,,34.140308000000005,-118.01678500000001,7.0,37.0,48648.0,210,E,R32.911,33.2,,42.0
1644,18597978,LAHB,190308,2019-03-08 22:29:00,1125-Traffic Hazard,I210 E / Azusa Ave,Baldwin Park,,,34.120486,-117.90758899999999,7.0,37.0,3386.0,210,E,R39.611,39.9,,1.0
1654,18597988,LAHB,190308,2019-03-08 22:39:00,1125-Traffic Hazard,I210 E / Sr134 E,Altadena,,,34.151692,-118.14161299999999,7.0,37.0,56000.0,210,E,R25.82,25.8,,2.0
530,18598875,LAHB,190309,2019-03-09 12:28:00,1182-Trfc Collision-No Inj,I210 E / Madre St,LAFSP,,,34.14755,-118.08203799999998,7.0,37.0,56000.0,210,E,R29.32,29.3,,53.0
558,18598912,LAHB,190309,2019-03-09 12:42:00,1125-Traffic Hazard,I210 E / Sunflower Ave,Baldwin Park,,,34.117489,-117.84631999999999,7.0,37.0,30014.0,210,E,R43.211,43.5,,1.0
565,18598926,LAHB,190309,2019-03-09 12:47:00,1125-Traffic Hazard,I210 E / Sunflower Ave,LAFSP,,,34.117489,-117.84631999999999,7.0,37.0,30014.0,210,E,R43.211,43.5,,0.0
639,18599028,LAHB,190309,2019-03-09 13:43:00,1182-Trfc Collision-No Inj,I210 E / Madre St,LAFSP,,,34.14755,-118.08203799999998,7.0,37.0,56000.0,210,E,R29.32,29.3,,19.0
640,18599029,LAHB,190309,2019-03-09 13:42:00,1182-Trfc Collision-No Inj,I210 E / Madre St,Altadena,,,34.14755,-118.08203799999998,7.0,37.0,56000.0,210,E,R29.32,29.3,,31.0
739,18599173,LAHB,190309,2019-03-09 14:53:00,1125-Traffic Hazard,I210 E / Fruit St,Baldwin Park,,,34.119486,-117.76161,7.0,37.0,40830.0,210,E,R48.111,48.4,,40.0
989,18599567,LAHB,190309,2019-03-09 18:04:00,1183-Trfc Collision-Unkn Inj,I210 E / Lone Hill Ave,Baldwin Park,,,34.120858,-117.828915,7.0,37.0,30014.0,210,E,R44.211,44.5,,35.0
40,18600055,LAHB,190310,2019-03-10 01:40:00,1125-Traffic Hazard,I210 E / Citrus Ave Oc,Baldwin Park,,,34.120767,-117.89013999999999,7.0,37.0,3386.0,210,E,R40.611,40.9,,98.0
479,18600722,LAHB,190310,2019-03-10 13:30:00,1182-Trfc Collision-No Inj,I210 E / SUNFLOWER AVE,Baldwin Park,,,34.117489,-117.84631999999999,7.0,37.0,30014.0,210,E,R43.211,43.5,,43.0
541,18600811,LAHB,190310,2019-03-10 14:23:00,1182-Trfc Collision-No Inj,I210 E / Sr134 E,LAFSP,,,34.151692,-118.14161299999999,7.0,37.0,56000.0,210,E,R25.82,25.8,,1.0
543,18600814,LAHB,190310,2019-03-10 14:19:00,1182-Trfc Collision-No Inj,I210 E / Sr134 E,Altadena,,,34.151692,-118.14161299999999,7.0,37.0,56000.0,210,E,R25.82,25.8,,8.0
650,18600989,LAHB,190310,2019-03-10 16:04:00,1182-Trfc Collision-No Inj,I210 E / Mountain Ave Ofr,Baldwin Park,,,34.13537,-117.992621,7.0,37.0,48648.0,210,E,R34.411,34.7,,58.0
709,18601088,LAHB,190310,2019-03-10 16:59:00,1125-Traffic Hazard,I210 E / I210 E I605 Con,Baldwin Park,,,34.135466,-117.965352,7.0,37.0,19990.0,210,E,R35.911,36.2,,11.0
55,18601688,LAHB,190311,2019-03-11 03:07:00,1125-Traffic Hazard,I210 E / I210 E I605 Con,Baldwin Park,,,34.135466,-117.965352,7.0,37.0,19990.0,210,E,R35.911,36.2,,23.0
58,18601692,LAHB,190311,2019-03-11 03:26:00,FIRE-Report of Fire,I210 E / Citrus Ave Ofr,Baldwin Park,,,34.120876,-117.89477,7.0,37.0,3386.0,210,E,R40.311,40.6,,11.0
121,18601784,LAHB,190311,2019-03-11 05:54:00,CFIRE-Car Fire,I210 E / Grand Ave,Baldwin Park,,,34.120519,-117.87264099999999,7.0,37.0,30014.0,210,E,R41.611,41.9,,28.0
131,18601796,LAHB,190311,2019-03-11 06:07:00,CFIRE-Car Fire,I210 E / Grand Ave,LAFSP,,,34.120519,-117.87264099999999,7.0,37.0,30014.0,210,E,R41.611,41.9,,15.0
282,18602015,LAHB,190311,2019-03-11 07:54:00,1182-Trfc Collision-No Inj,I210 E / N San Dimas Ave,Baldwin Park,,,34.119658,-117.80720500000001,7.0,37.0,66070.0,210,E,R45.511,45.8,,1.0
332,18602087,LAHB,190311,2019-03-11 08:28:00,1183-Trfc Collision-Unkn Inj,I210 E / Sr57 S,Baldwin Park,,,34.120135999999995,-117.83718300000001,7.0,37.0,30014.0,210,E,R43.711,44.0,,12.0
639,18602533,LAHB,190311,2019-03-11 12:53:00,1125-Traffic Hazard,I210 E / S Myrtle Ave,LAFSP,,,34.135357,-118.000743,7.0,37.0,48648.0,210,E,R33.911,34.2,,0.0
880,18602883,LAHB,190311,2019-03-11 15:48:00,1125-Traffic Hazard,I210 E / N Fairoaks Ave,Altadena,,,34.151178,-118.15061599999999,7.0,37.0,56000.0,210,E,R25.22,25.2,,10.0
1007,18603055,LAHB,190311,2019-03-11 17:01:00,1125-Traffic Hazard,I210 E / Madre St,Altadena,,,34.14755,-118.08203799999998,7.0,37.0,56000.0,210,E,R29.32,29.3,,1.0
1008,18603056,LAHB,190311,2019-03-11 17:00:00,1125-Traffic Hazard,La210264 I210 E / Eo Lake Av,Altadena,,,34.151511,-118.130816,7.0,37.0,56000.0,210,E,R26.42,26.4,,4.0
1027,18603081,LAHB,190311,2019-03-11 17:10:00,1125-Traffic Hazard,I210 E / Sierra Madre Villa Ave,Altadena,,,34.14755,-118.08203799999998,7.0,37.0,56000.0,210,E,R29.32,29.3,,0.0
1111,18603204,LAHB,190311,2019-03-11 18:06:00,1125-Traffic Hazard,I210 E / Grand Ave,Baldwin Park,,,34.120519,-117.87264099999999,7.0,37.0,30014.0,210,E,R41.611,41.9,,4.0
1141,18603247,LAHB,190311,2019-03-11 18:29:00,1125-Traffic Hazard,I210 E I605 Con / I210 E I605 S Con,LAFSP,,,34.135335999999995,-117.964376,7.0,37.0,19990.0,210,E,R36.011,36.3,,60.0
1202,18603341,LAHB,190311,2019-03-11 19:14:00,1179-Trfc Collision-1141 Enrt,La210338 I210 E / Myrtle Av,Baldwin Park,,,34.135354,-118.00081200000001,7.0,37.0,48648.0,210,E,R33.911,34.2,,62.0
1296,18603502,LAHB,190311,2019-03-11 21:23:00,1125-Traffic Hazard,Citrus Ave S Onr / I210 E,Baldwin Park,,,34.12077,-117.88937800000001,7.0,37.0,3386.0,210,E,R40.611,40.9,,4.0
1318,18603537,LAHB,190311,2019-03-11 21:57:00,1179-Trfc Collision-1141 Enrt,I210 E / Gran D Ave Onr,Baldwin Park,,,34.119752000000005,-117.868191,7.0,37.0,30014.0,210,E,R41.911,42.2,,17.0
1337,18603564,LAHB,190311,2019-03-11 22:16:00,1182-Trfc Collision-No Inj,I210 E / Sunflower Ave,Baldwin Park,,,34.117489,-117.84631999999999,7.0,37.0,30014.0,210,E,R43.211,43.5,,17.0
1368,18603605,LAHB,190311,2019-03-11 23:15:00,1125-Traffic Hazard,I210 E / Fruit St,Baldwin Park,,,34.119486,-117.76161,7.0,37.0,40830.0,210,E,R48.111,48.4,,3.0
366,18604175,LAHB,190312,2019-03-12 08:38:00,1183-Trfc Collision-Unkn Inj,La210374 I210 E / Wo Irwindale Av,LAFSP,,,34.129519,-117.93425900000001,7.0,37.0,36826.0,210,E,R37.811,38.1,,36.0
367,18604176,LAHB,190312,2019-03-12 08:37:00,1183-Trfc Collision-Unkn Inj,La210374 I210 E / Wo Irwindale Av,Baldwin Park,,,34.129519,-117.93425900000001,7.0,37.0,36826.0,210,E,R37.811,38.1,,131.0
432,18604261,LAHB,190312,2019-03-12 09:13:00,1125-Traffic Hazard,I210 E / I210 E I605 Con,Baldwin Park,,,34.135466,-117.965352,7.0,37.0,19990.0,210,E,R35.911,36.2,,2.0
496,18604337,LAHB,190312,2019-03-12 09:56:00,1182-Trfc Collision-No Inj,I210 E / W Huntington Dr,Baldwin Park,,,34.140308000000005,-118.01678500000001,7.0,37.0,48648.0,210,E,R32.911,33.2,,25.0
727,18604631,LAHB,190312,2019-03-12 13:22:00,1183-Trfc Collision-Unkn Inj,I210 E / Azusa Ave,Baldwin Park,,,34.120486,-117.90758899999999,7.0,37.0,3386.0,210,E,R39.611,39.9,,53.0
730,18604635,LAHB,190312,2019-03-12 13:25:00,1183-Trfc Collision-Unkn Inj,I210 E / Azusa Ave,LAFSP,,,34.120486,-117.90758899999999,7.0,37.0,3386.0,210,E,R39.611,39.9,,47.0
754,18604663,LAHB,190312,2019-03-12 13:40:00,20002-Hit and Run No Injuries,I210 E / N Santa Anita Ave,Altadena,,,34.147736,-118.03166100000001,7.0,37.0,2462.0,210,E,R31.911,32.2,,11.0
798,18604721,LAHB,190312,2019-03-12 14:20:00,1125-Traffic Hazard,I210 E / Mountain Ave (81-202),LAFSP,,,34.135372,-117.98627900000001,7.0,37.0,48648.0,210,E,R34.711,35.0,,18.0
884,18604852,LAHB,190312,2019-03-12 15:14:00,1125-Traffic Hazard,I210 E / S Myrtle Ave,LAFSP,,,34.135357,-118.000743,7.0,37.0,48648.0,210,E,R33.911,34.2,,6.0
892,18604861,LAHB,190312,2019-03-12 15:20:00,1183-Trfc Collision-Unkn Inj,La210294 I210 E / Wo Rosemead Blvd,LAFSP,,,34.147453000000006,-118.081364,7.0,37.0,56000.0,210,E,R29.32,29.3,,1.0
898,18604875,LAHB,190312,2019-03-12 15:27:00,1125-Traffic Hazard,I210 E / S Myrtle Ave,LAFSP,,,34.135357,-118.000743,7.0,37.0,48648.0,210,E,R33.911,34.2,,58.0
1106,18605184,LAHB,190312,2019-03-12 17:24:00,1125-Traffic Hazard,I210 E / N San Dimas Ave,LAFSP,,,34.119658,-117.80720500000001,7.0,37.0,66070.0,210,E,R45.511,45.8,,18.0
1117,18605196,LAHB,190312,2019-03-12 17:29:00,1125-Traffic Hazard,I210 E / N Baldwin Ave,LAFSP,,,34.148653,-118.050169,7.0,37.0,2462.0,210,E,R30.811,31.1,,1.0
1154,18605246,LAHB,190312,2019-03-12 17:45:00,1182-Trfc Collision-No Inj,I210 E / Sr134 E,Altadena,,,34.151692,-118.14161299999999,7.0,37.0,56000.0,210,E,R25.82,25.8,,12.0
20,18605790,LAHB,190313,2019-03-13 00:40:00,1125-Traffic Hazard,La210264 I210 E / Eo Lake Av,Altadena,,,34.151511,-118.130816,7.0,37.0,56000.0,210,E,R26.42,26.4,,1.0
216,18606068,LAHB,190313,2019-03-13 06:57:00,1125-Traffic Hazard,I210 E / Grand Ave,LAFSP,,,34.120519,-117.87264099999999,7.0,37.0,30014.0,210,E,R41.611,41.9,,54.0
217,18606069,LAHB,190313,2019-03-13 06:56:00,1125-Traffic Hazard,I210 E / Grand Ave,Baldwin Park,,,34.120519,-117.87264099999999,7.0,37.0,30014.0,210,E,R41.611,41.9,,30.0
287,18606164,LAHB,190313,2019-03-13 07:49:00,1183-Trfc Collision-Unkn Inj,I210 E / N Hill Ave,LAFSP,,,34.152128000000005,-118.121459,7.0,37.0,56000.0,210,E,R26.92,26.9,,20.0
288,18606165,LAHB,190313,2019-03-13 07:48:00,1183-Trfc Collision-Unkn Inj,I210 E / N Hill Ave,Altadena,,,34.152128000000005,-118.121459,7.0,37.0,56000.0,210,E,R26.92,26.9,,35.0
716,18606762,LAHB,190313,2019-03-13 12:38:00,CFIRE-Car Fire,I210 E / Mt Olive,Baldwin Park,,,34.133883000000004,-117.95642099999999,7.0,37.0,36826.0,210,E,R36.511,36.8,,73.0
723,18606773,LAHB,190313,2019-03-13 12:40:00,CFIRE-Car Fire,I210 E / Mt Olive,LAFSP,,,34.133883000000004,-117.95642099999999,7.0,37.0,36826.0,210,E,R36.511,36.8,,63.0
734,18606789,LAHB,190313,2019-03-13 12:54:00,1182-Trfc Collision-No Inj,I210 E / Myrtle Ave Ofr,LAFSP,,,34.135366,-118.00498300000001,7.0,37.0,48648.0,210,E,R33.711,34.0,,-1.0
735,18606790,LAHB,190313,2019-03-13 12:53:00,1182-Trfc Collision-No Inj,I210 E / Myrtle Ave Ofr,Baldwin Park,,,34.135366,-118.00498300000001,7.0,37.0,48648.0,210,E,R33.711,34.0,,20.0
878,18606993,LAHB,190313,2019-03-13 14:36:00,1183-Trfc Collision-Unkn Inj,I210 E / N Santa Anita Ave,Altadena,,,34.147736,-118.03166100000001,7.0,37.0,2462.0,210,E,R31.911,32.2,,1.0
879,18606994,LAHB,190313,2019-03-13 14:35:00,1182-Trfc Collision-No Inj,I210 E / N Baldwin Ave,Altadena,,,34.148653,-118.050169,7.0,37.0,2462.0,210,E,R30.811,31.1,,34.0
883,18606999,LAHB,190313,2019-03-13 14:43:00,1182-Trfc Collision-No Inj,I210 E / N Santa Anita Ave,Altadena,,,34.147736,-118.03166100000001,7.0,37.0,2462.0,210,E,R31.911,32.2,,1.0
893,18607015,LAHB,190313,2019-03-13 14:45:00,1182-Trfc Collision-No Inj,I210 E / N Rosemead Blvd,Altadena,,,34.148192,-118.073425,7.0,37.0,,210,E,R29.511,29.8,,2.0
995,18607155,LAHB,190313,2019-03-13 15:46:00,1182-Trfc Collision-No Inj,I210 E / N Vernon Ave,Baldwin Park,,,34.126196,-117.916106,7.0,37.0,36826.0,210,E,R38.911,39.2,,2.0
1232,18607457,LAHB,190313,2019-03-13 17:47:00,1125-Traffic Hazard,I210 E / N Fairoaks Ave,Altadena,,,34.151178,-118.15061599999999,7.0,37.0,56000.0,210,E,R25.22,25.2,,43.0
1246,18607474,LAHB,190313,2019-03-13 17:53:00,1125-Traffic Hazard,I210 E / Citrus Ave Oc,Baldwin Park,,,34.120767,-117.89013999999999,7.0,37.0,3386.0,210,E,R40.611,40.9,,2.0
1443,18607780,LAHB,190313,2019-03-13 21:30:00,20002-Hit and Run No Injuries,I210 E / N Lake Ave,Altadena,,,34.151665,-118.13225800000001,7.0,37.0,56000.0,210,E,R26.32,26.3,,64.0
1480,18607831,LAHB,190313,2019-03-13 22:22:00,1125-Traffic Hazard,I210 E / N Altadena Dr,Altadena,,,34.1524,-118.098669,7.0,37.0,56000.0,210,E,R28.22,28.2,,3.0
369,18608436,LAHB,190314,2019-03-14 08:40:00,1182-Trfc Collision-No Inj,I210 E / N Vernon Ave,LAFSP,,,34.126196,-117.916106,7.0,37.0,36826.0,210,E,R38.911,39.2,,35.0
440,18608533,LAHB,190314,2019-03-14 09:28:00,1125-Traffic Hazard,I210 E I605 N CON / I605 N,LAFSP,,,34.134431,-117.95700500000001,7.0,37.0,19990.0,210,E,R36.411,36.7,,0.0
447,18608543,LAHB,190314,2019-03-14 09:29:00,1125-Traffic Hazard,I210 E I605 N CON / I605 N,Baldwin Park,,,34.134431,-117.95700500000001,7.0,37.0,19990.0,210,E,R36.411,36.7,,47.0
501,18608618,LAHB,190314,2019-03-14 10:12:00,1125-Traffic Hazard,I210 E / Sr57 S,LAFSP,,,34.120135999999995,-117.83718300000001,7.0,37.0,30014.0,210,E,R43.711,44.0,,24.0
502,18608619,LAHB,190314,2019-03-14 10:10:00,1125-Traffic Hazard,I210 E / Sr57 S,Baldwin Park,,,34.120135999999995,-117.83718300000001,7.0,37.0,30014.0,210,E,R43.711,44.0,,9.0
750,18608953,LAHB,190314,2019-03-14 13:14:00,1125-Traffic Hazard,I210 E / Sr57 S,LAFSP,,,34.120135999999995,-117.83718300000001,7.0,37.0,30014.0,210,E,R43.711,44.0,,10.0
1143,18609478,LAHB,190314,2019-03-14 16:57:00,1125-Traffic Hazard,I210 E / I210 E I605 Con,LAFSP,,,34.135466,-117.965352,7.0,37.0,19990.0,210,E,R35.911,36.2,,11.0
1144,18609480,LAHB,190314,2019-03-14 16:54:00,1125-Traffic Hazard,I210 E / I210 E I605 Con,Baldwin Park,,,34.135466,-117.965352,7.0,37.0,19990.0,210,E,R35.911,36.2,,5.0
1238,18609604,LAHB,190314,2019-03-14 17:39:00,20002-Hit and Run No Injuries,I210 E / I210 E I605 Con,Baldwin Park,,,34.135466,-117.965352,7.0,37.0,19990.0,210,E,R35.911,36.2,,
1477,18609959,LAHB,190314,2019-03-14 20:50:00,1179-Trfc Collision-1141 Enrt,I210 E / N Hill Ave,Altadena,,,34.152128000000005,-118.121459,7.0,37.0,56000.0,210,E,R26.92,26.9,,56.0
231,18610532,LAHB,190315,2019-03-15 07:30:00,1182-Trfc Collision-No Inj,I210 E / Grand Ave,Baldwin Park,,,34.120519,-117.87264099999999,7.0,37.0,30014.0,210,E,R41.611,41.9,,17.0
556,18610959,LAHB,190315,2019-03-15 11:16:00,1182-Trfc Collision-No Inj,I210 E / N Santa Anita Ave,Altadena,,,34.147736,-118.03166100000001,7.0,37.0,2462.0,210,E,R31.911,32.2,,29.0
580,18610992,LAHB,190315,2019-03-15 11:33:00,1125-Traffic Hazard,I210 E / S Myrtle Ave,Baldwin Park,,,34.135357,-118.000743,7.0,37.0,48648.0,210,E,R33.911,34.2,,3.0
886,18611411,LAHB,190315,2019-03-15 14:56:00,1125-Traffic Hazard,I210 E / N Santa Anita Ave,Altadena,,,34.147736,-118.03166100000001,7.0,37.0,2462.0,210,E,R31.911,32.2,,82.0
938,18611480,LAHB,190315,2019-03-15 15:20:00,20002-Hit and Run No Injuries,I210 E / Grand Ave,Baldwin Park,,,34.120519,-117.87264099999999,7.0,37.0,30014.0,210,E,R41.611,41.9,,114.0
1250,18611901,LAHB,190315,2019-03-15 17:51:00,20002-Hit and Run No Injuries,I210 E / Sr66 Ofr,Baldwin Park,,,34.119719,-117.790177,7.0,37.0,,210,E,R46.411,46.7,,18.0
1389,18612096,LAHB,190315,2019-03-15 19:17:00,1125-Traffic Hazard,I210 E / W Huntington Dr,Baldwin Park,,,34.140308000000005,-118.01678500000001,7.0,37.0,48648.0,210,E,R32.911,33.2,,191.0
1408,18612125,LAHB,190315,2019-03-15 19:27:00,1182-Trfc Collision-No Inj,I210 E / W Huntington Dr,Baldwin Park,,,34.140308000000005,-118.01678500000001,7.0,37.0,48648.0,210,E,R32.911,33.2,,37.0
1477,18612219,LAHB,190315,2019-03-15 20:25:00,1125-Traffic Hazard,I210 E / Sr57 S,Baldwin Park,,,34.120135999999995,-117.83718300000001,7.0,37.0,30014.0,210,E,R43.711,44.0,,39.0
1573,18612370,LAHB,190315,2019-03-15 22:18:00,1182-Trfc Collision-No Inj,I210 E / N Vernon Ave,Baldwin Park,,,34.126196,-117.916106,7.0,37.0,36826.0,210,E,R38.911,39.2,,36.0
2,18612510,LAHB,190316,2019-03-16 00:08:00,1125-Traffic Hazard,I210 E / Sr57 S,Baldwin Park,,,34.120135999999995,-117.83718300000001,7.0,37.0,30014.0,210,E,R43.711,44.0,,0.0
215,18612847,LAHB,190316,2019-03-16 08:10:00,1125-Traffic Hazard,I210 E / Sunflower Ave,Baldwin Park,,,34.117489,-117.84631999999999,7.0,37.0,30014.0,210,E,R43.211,43.5,,0.0
242,18612884,LAHB,190316,2019-03-16 08:46:00,CFIRE-Car Fire,I210 E / Grand Ave,Baldwin Park,,,34.120519,-117.87264099999999,7.0,37.0,30014.0,210,E,R41.611,41.9,,66.0
420,18613123,LAHB,190316,2019-03-16 11:10:00,1125-Traffic Hazard,I210 E I605 Con / I210 E I605 S Con,Baldwin Park,,,34.135335999999995,-117.964376,7.0,37.0,19990.0,210,E,R36.011,36.3,,57.0
734,18613556,LAHB,190316,2019-03-16 14:29:00,1183-Trfc Collision-Unkn Inj,I210 E / N Santa Anita Ave,LAFSP,,,34.147736,-118.03166100000001,7.0,37.0,2462.0,210,E,R31.911,32.2,,26.0
1077,18614034,LAHB,190316,2019-03-16 18:19:00,1182-Trfc Collision-No Inj,I210 E I605 Con / I210 E I605 S Con,Baldwin Park,,,34.135335999999995,-117.964376,7.0,37.0,19990.0,210,E,R36.011,36.3,,20.0
1103,18614081,LAHB,190316,2019-03-16 18:49:00,CFIRE-Car Fire,I210 E / N Irwindale Ave,Baldwin Park,,,34.129715999999995,-117.933687,7.0,37.0,36826.0,210,E,R37.811,38.1,,2.0
1105,18614083,LAHB,190316,2019-03-16 18:47:00,23114-Object Flying From Veh,I210 E / S Myrtle Ave,Baldwin Park,,,34.135357,-118.000743,7.0,37.0,48648.0,210,E,R33.911,34.2,,47.0
